,Unnamed: 0,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,ENTRIESn_hourly
2033,2355,A016,R081,03-00-02,05-01-11,00:00:00,REGULAR,8864146,2986183,1.0
2034,2356,A016,R081,03-00-02,05-01-11,04:00:00,REGULAR,8864247,2986192,101.0
2035,2357,A016,R081,03-00-02,05-01-11,08:00:00,REGULAR,8864264,2986232,17.0
2036,2358,A016,R081,03-00-02,05-01-11,12:00:00,REGULAR,8864439,2986331,175.0
2037,2359,A016,R081,03-00-02,05-01-11,16:00:00,REGULAR,8864707,2986449,268.0
2038,2367,A016,R081,03-00-02,05-02-11,04:00:00,REGULAR,8865441,2986527,734.0
2039,2368,A016,R081,03-00-02,05-02-11,06:14:12,REGULAR,8865447,2986547,6.0
2040,2377,A016,R081,03-00-02,05-02-11,16:00:00,REGULAR,8866293,2986990,846.0
2041,2378,A016,R081,03-00-02,05-02-11,20:00:00,REGULAR,8867040,2987050,747.0
2042,2379,A016,R081,03-00-02,05-03-11,00:00:00,REGULAR,8867400,2987064,360.0
2043,2380,A016,R081,03-00-02,05-03-11,04:00:00,REGULAR,8867452,2987067,52.0
2044,2381,A016,R081,03-00-02,05-03-11,08:00:00,REGULAR,8867525,2987203,73.0
2045,2382,A016,R081,03-00-02,05-03-11,12:00:00,REGULAR,8867879,2987536,354.0
2046,2383,A016,R081,03-00-02,05-03-11,16:00:00,REGULAR,8868281,2987612,402.0
2047,2384,A016,R081,03-00-02,05-03-11,20:00:00,REGULAR,8869045,2987690,764.0
2048,2385,A016,R081,03-00-02,05-04-11,00:00:00,REGULAR,8869449,2987711,404.0
2049,2386,A016,R081,03-00-02,05-04-11,04:00:00,REGULAR,8869499,2987715,50.0
2050,2387,A016,R081,03-00-02,05-04-11,08:00:00,REGULAR,8869572,2987858,73.0
2051,2388,A016,R081,03-00-02,05-04-11,12:00:00,REGULAR,8869985,2988131,413.0
2052,2389,A016,R081,03-00-02,05-04-11,16:00:00,REGULAR,8870389,2988229,404.0
2053,2390,A016,R081,03-00-02,05-04-11,20:00:00,REGULAR,8871229,2988279,840.0
2054,2391,A016,R081,03-00-02,05-05-11,00:00:00,REGULAR,8871636,2988294,407.0
2055,2392,A016,R081,03-00-02,05-05-11,04:00:00,REGULAR,8871683,2988295,47.0
2056,2393,A016,R081,03-00-02,05-05-11,08:00:00,REGULAR,8871739,2988411,56.0
2057,2394,A016,R081,03-00-02,05-05-11,12:00:00,REGULAR,8872091,2988736,352.0
2058,2395,A016,R081,03-00-02,05-05-11,16:00:00,REGULAR,8872532,2988836,441.0
2059,2396,A016,R081,03-00-02,05-05-11,20:00:00,REGULAR,8873370,2988913,838.0
2060,2397,A016,R081,03-00-02,05-06-11,00:00:00,REGULAR,8873844,2988932,474.0
2061,2398,A016,R081,03-00-02,05-06-11,04:00:00,REGULAR,8873907,2988937,63.0
2062,2399,A016,R081,03-00-02,05-06-11,08:00:00,REGULAR,8873979,2989071,72.0
2063,2400,A016,R081,03-00-02,05-06-11,12:00:00,REGULAR,8874351,2989331,372.0
2064,2401,A016,R081,03-00-02,05-06-11,16:00:00,REGULAR,8874810,2989403,459.0
2065,2402,A016,R081,03-00-02,05-06-11,20:00:00,REGULAR,8875613,2989472,803.0
2066,2403,A016,R081,03-06-00,05-01-11,00:00:00,REGULAR,833424,237836,1.0
2067,2404,A016,R081,03-06-00,05-01-11,04:00:00,REGULAR,833429,237841,5.0
2068,2405,A016,R081,03-06-00,05-01-11,08:00:00,REGULAR,833429,237844,0.0
2069,2406,A016,R081,03-06-00,05-01-11,12:00:00,REGULAR,833443,237856,14.0
2070,2407,A016,R081,03-06-00,05-01-11,16:00:00,REGULAR,833450,237876,7.0
2071,2408,A016,R081,03-06-00,05-01-11,20:00:00,REGULAR,833496,237887,46.0
2072,2409,A016,R081,03-06-00,05-02-11,00:00:00,REGULAR,833516,237889,20.0
2073,2410,A016,R081,03-06-00,05-02-11,04:00:00,REGULAR,833519,237891,3.0
2074,2411,A016,R081,03-06-00,05-02-11,08:00:00,REGULAR,833523,237910,4.0
2075,2412,A016,R081,03-06-00,05-02-11,12:00:00,REGULAR,833552,237958,29.0
2076,2413,A016,R081,03-06-00,05-02-11,16:00:00,REGULAR,833562,237968,10.0
2077,2414,A016,R081,03-06-00,05-02-11,20:00:00,REGULAR,833587,237977,25.0
2078,2415,A016,R081,03-06-00,05-03-11,00:00:00,REGULAR,833612,237979,25.0
2079,2416,A016,R081,03-06-00,05-03-11,04:00:00,REGULAR,833615,237982,3.0
2080,2417,A016,R081,03-06-00,05-03-11,08:00:00,REGULAR,833618,238011,3.0
2081,2421,A016,R081,03-06-00,05-03-11,16:00:00,REGULAR,833671,238088,53.0
2082,2422,A016,R081,03-06-00,05-03-11,20:00:00,REGULAR,833729,238099,58.0
2083,2423,A016,R081,03-06-00,05-04-11,00:00:00,REGULAR,833753,238104,24.0
2084,2424,A016,R081,03-06-00,05-04-11,04:00:00,REGULAR,833755,238106,2.0
2085,2425,A016,R081,03-06-00,05-04-11,08:00:00,REGULAR,833762,238115,7.0
2086,2426,A016,R081,03-06-00,05-04-11,12:00:00,REGULAR,833793,238173,31.0
2087,2427,A016,R081,03-06-00,05-04-11,16:00:00,REGULAR,833818,238189,25.0
2088,2428,A016,R081,03-06-00,05-04-11,20:00:00,REGULAR,833856,238200,38.0
2089,2429,A016,R081,03-06-00,05-05-11,00:00:00,REGULAR,833875,238200,19.0
2090,2430,A016,R081,03-06-00,05-05-11,04:00:00,REGULAR,833878,238200,3.0
2091,2431,A016,R081,03-06-00,05-05-11,08:00:00,REGULAR,833880,238214,2.0
2092,2432,A016,R081,03-06-00,05-05-11,12:00:00,REGULAR,833914,238290,34.0
2093,2433,A016,R081,03-06-00,05-05-11,16:00:00,REGULAR,833936,238318,22.0
2094,2434,A016,R081,03-06-00,05-05-11,20:00:00,REGULAR,833991,238337,55.0
2095,2435,A016,R081,03-06-00,05-06-11,00:00:00,REGULAR,834017,238347,26.0
2096,2436,A016,R081,03-06-00,05-06-11,04:00:00,REGULAR,834024,238347,7.0
2097,2440,A016,R081,03-06-00,05-06-11,16:00:00,REGULAR,834082,238430,58.0
2098,2441,A016,R081,03-06-00,05-06-11,20:00:00,REGULAR,834141,238446,59.0
2099,2442,A016,R081,03-06-01,05-01-11,00:00:00,REGULAR,595267,431627,1.0
2100,2443,A016,R081,03-06-01,05-01-11,04:00:00,REGULAR,595269,431627,2.0
2101,2444,A016,R081,03-06-01,05-01-11,08:00:00,REGULAR,595269,431641,0.0
2102,2445,A016,R081,03-06-01,05-01-11,12:00:00,REGULAR,595274,431673,5.0
2103,2446,A016,R081,03-06-01,05-01-11,16:00:00,REGULAR,595278,431712,4.0
2104,2447,A016,R081,03-06-01,05-01-11,20:00:00,REGULAR,595302,431717,24.0
2105,2448,A016,R081,03-06-01,05-02-11,00:00:00,REGULAR,595317,431717,15.0
2106,2449,A016,R081,03-06-01,05-02-11,04:00:00,REGULAR,595321,431717,4.0
2107,2450,A016,R081,03-06-01,05-02-11,08:00:00,REGULAR,595322,431744,1.0
2108,2451,A016,R081,03-06-01,05-02-11,12:00:00,REGULAR,595345,431828,23.0
2109,2452,A016,R081,03-06-01,05-02-11,16:00:00,REGULAR,595351,431846,6.0
2110,2453,A016,R081,03-06-01,05-02-11,20:00:00,REGULAR,595374,431867,23.0
2111,2454,A016,R081,03-06-01,05-03-11,00:00:00,REGULAR,595384,431871,10.0
2112,2455,A016,R081,03-06-01,05-03-11,04:00:00,REGULAR,595386,431872,2.0
2113,2456,A016,R081,03-06-01,05-03-11,08:00:00,REGULAR,595386,431903,0.0
2114,2476,A016,R081,03-06-01,05-03-11,20:00:00,REGULAR,595437,432035,51.0
2115,2477,A016,R081,03-06-01,05-04-11,00:00:00,REGULAR,595455,432040,18.0
2116,2478,A016,R081,03-06-01,05-04-11,04:00:00,REGULAR,595456,432040,1.0
2117,2479,A016,R081,03-06-01,05-04-11,08:00:00,REGULAR,595457,432079,1.0
2118,2480,A016,R081,03-06-01,05-04-11,12:00:00,REGULAR,595471,432170,14.0
2119,2481,A016,R081,03-06-01,05-04-11,16:00:00,REGULAR,595481,432195,10.0
2120,2482,A016,R081,03-06-01,05-04-11,20:00:00,REGULAR,595510,432207,29.0
2121,2483,A016,R081,03-06-01,05-05-11,00:00:00,REGULAR,595526,432212,16.0
2122,2484,A016,R081,03-06-01,05-05-11,04:00:00,REGULAR,595527,432212,1.0
2123,2485,A016,R081,03-06-01,05-05-11,08:00:00,REGULAR,595527,432245,0.0
2124,2486,A016,R081,03-06-01,05-05-11,12:00:00,REGULAR,595533,432344,6.0
2125,2487,A016,R081,03-06-01,05-05-11,16:00:00,REGULAR,595549,432369,16.0
2126,2488,A016,R081,03-06-01,05-05-11,20:00:00,REGULAR,595590,432394,41.0
2127,2489,A016,R081,03-06-01,05-06-11,00:00:00,REGULAR,595609,432396,19.0
2128,2490,A016,R081,03-06-01,05-06-11,04:00:00,REGULAR,595612,432396,3.0
2129,2492,A016,R081,03-06-01,05-06-11,08:00:00,REGULAR,595613,432431,1.0
2130,2493,A016,R081,03-06-01,05-06-11,12:00:00,REGULAR,595638,432507,25.0
2131,2494,A016,R081,03-06-01,05-06-11,16:00:00,REGULAR,595647,432533,9.0
2132,2495,A016,R081,03-06-01,05-06-11,20:00:00,REGULAR,595671,432562,24.0
2133,2496,A021,R032,01-00-00,05-01-11,00:00:00,REGULAR,930901,1078221,1.0
2134,2497,A021,R032,01-00-00,05-01-11,04:00:00,REGULAR,930953,1078257,52.0
2135,2498,A021,R032,01-00-00,05-01-11,08:00:00,REGULAR,930968,1078325,15.0
2136,2499,A021,R032,01-00-00,05-01-11,12:00:00,REGULAR,931063,1078646,95.0
2137,2500,A021,R032,01-00-00,05-01-11,16:00:00,REGULAR,931230,1079083,167.0
2138,2501,A021,R032,01-00-00,05-01-11,20:00:00,REGULAR,931490,1079362,260.0
2139,2502,A021,R032,01-00-00,05-02-11,00:00:00,REGULAR,931653,1079494,163.0
2140,2503,A021,R032,01-00-00,05-02-11,04:00:00,REGULAR,931679,1079511,26.0
2141,2504,A021,R032,01-00-00,05-02-11,08:00:00,REGULAR,931910,1079762,231.0
2142,2508,A021,R032,01-00-00,05-02-11,16:00:00,REGULAR,932993,1081982,1083.0
2143,2509,A021,R032,01-00-00,05-02-11,20:00:00,REGULAR,934449,1082733,1456.0
2144,2510,A021,R032,01-00-00,05-03-11,00:00:00,REGULAR,934831,1082896,382.0
2145,2511,A021,R032,01-00-00,05-03-11,04:00:00,REGULAR,934877,1082921,46.0
2146,2512,A021,R032,01-00-00,05-03-11,04:00:00,REGULAR,934877,1082921,0.0
2147,2514,A021,R032,01-00-00,05-03-11,12:00:00,REGULAR,935660,1084753,783.0
2148,2515,A021,R032,01-00-00,05-03-11,16:00:00,REGULAR,936229,1085396,569.0
2149,2516,A021,R032,01-00-00,05-03-11,20:00:00,REGULAR,937714,1086148,1485.0
2150,2517,A021,R032,01-00-00,05-04-11,00:00:00,REGULAR,938148,1086313,434.0
2151,2518,A021,R032,01-00-00,05-04-11,04:00:00,REGULAR,938191,1086328,43.0
2152,2519,A021,R032,01-00-00,05-04-11,08:00:00,REGULAR,938435,1086591,244.0
2153,2520,A021,R032,01-00-00,05-04-11,12:00:00,REGULAR,938841,1088216,406.0
2154,2521,A021,R032,01-00-00,05-04-11,16:00:00,REGULAR,939353,1088900,512.0
2155,2522,A021,R032,01-00-00,05-04-11,20:00:00,REGULAR,940927,1089589,1574.0
2156,2523,A021,R032,01-00-00,05-05-11,00:00:00,REGULAR,941342,1089744,415.0
2157,2524,A021,R032,01-00-00,05-05-11,04:00:00,REGULAR,941384,1089763,42.0
2158,2525,A021,R032,01-00-00,05-05-11,08:00:00,REGULAR,941646,1089999,262.0
2159,2526,A021,R032,01-00-00,05-05-11,12:00:00,REGULAR,942219,1091574,573.0
2160,2527,A021,R032,01-00-00,05-05-11,16:00:00,REGULAR,942832,1092320,613.0
2161,2528,A021,R032,01-00-00,05-05-11,20:00:00,REGULAR,944270,1093138,1438.0
2162,2529,A021,R032,01-00-00,05-06-11,00:00:00,REGULAR,944692,1093305,422.0
2163,2530,A021,R032,01-00-00,05-06-11,04:00:00,REGULAR,944749,1093341,57.0
2164,2531,A021,R032,01-00-00,05-06-11,11:40:41,REGULAR,945433,1094940,684.0
2165,2532,A021,R032,01-00-00,05-06-11,11:43:35,REGULAR,945436,1094952,3.0
2166,2533,A021,R032,01-00-00,05-06-11,12:00:00,REGULAR,945466,1094991,30.0
2167,2534,A021,R032,01-00-00,05-06-11,16:00:00,REGULAR,946147,1095643,681.0
2168,2535,A021,R032,01-00-00,05-06-11,20:00:00,REGULAR,947497,1096452,1350.0
2169,2536,A021,R032,01-00-01,05-01-11,00:00:00,REGULAR,266362,315596,1.0
2170,2537,A021,R032,01-00-01,05-01-11,04:00:00,REGULAR,266391,315619,29.0
2171,2538,A021,R032,01-00-01,05-01-11,08:00:00,REGULAR,266399,315645,8.0
2172,2539,A021,R032,01-00-01,05-01-11,12:00:00,REGULAR,266438,315799,39.0
2173,2540,A021,R032,01-00-01,05-01-11,16:00:00,REGULAR,266535,315997,97.0
2174,2541,A021,R032,01-00-01,05-01-11,20:00:00,REGULAR,266670,316212,135.0
2175,2542,A021,R032,01-00-01,05-02-11,00:00:00,REGULAR,266751,316306,81.0
2176,2543,A021,R032,01-00-01,05-02-11,04:00:00,REGULAR,266760,316318,9.0
2177,2544,A021,R032,01-00-01,05-02-11,08:00:00,REGULAR,266886,316452,126.0
2178,2548,A021,R032,01-00-01,05-02-11,16:00:00,REGULAR,267517,317928,631.0
2179,2549,A021,R032,01-00-01,05-02-11,20:00:00,REGULAR,268563,318400,1046.0
2180,2550,A021,R032,01-00-01,05-03-11,00:00:00,REGULAR,268780,318483,217.0
2181,2551,A021,R032,01-00-01,05-03-11,04:00:00,REGULAR,268805,318495,25.0
2182,2552,A021,R032,01-00-01,05-03-11,04:00:00,REGULAR,268805,318495,0.0
2183,2554,A021,R032,01-00-01,05-03-11,12:00:00,REGULAR,269223,319773,418.0
2184,2555,A021,R032,01-00-01,05-03-11,16:00:00,REGULAR,269553,320148,330.0
2185,2556,A021,R032,01-00-01,05-03-11,20:00:00,REGULAR,270597,320682,1044.0
2186,2557,A021,R032,01-00-01,05-04-11,00:00:00,REGULAR,270816,320764,219.0
2187,2558,A021,R032,01-00-01,05-04-11,04:00:00,REGULAR,270831,320769,15.0
2188,2559,A021,R032,01-00-01,05-04-11,08:00:00,REGULAR,270957,320906,126.0
2189,2560,A021,R032,01-00-01,05-04-11,12:00:00,REGULAR,271200,321946,243.0
2190,2561,A021,R032,01-00-01,05-04-11,16:00:00,REGULAR,271538,322376,338.0
2191,2562,A021,R032,01-00-01,05-04-11,20:00:00,REGULAR,272643,322859,1105.0
2192,2563,A021,R032,01-00-01,05-05-11,00:00:00,REGULAR,272874,322932,231.0
2193,2564,A021,R032,01-00-01,05-05-11,04:00:00,REGULAR,272884,322939,10.0
2194,2565,A021,R032,01-00-01,05-05-11,08:00:00,REGULAR,273004,323091,120.0
2195,2566,A021,R032,01-00-01,05-05-11,12:00:00,REGULAR,273329,324246,325.0
2196,2567,A021,R032,01-00-01,05-05-11,16:00:00,REGULAR,273676,324649,347.0
2197,2568,A021,R032,01-00-01,05-05-11,20:00:00,REGULAR,274783,325091,1107.0
2198,2569,A021,R032,01-00-01,05-06-11,00:00:00,REGULAR,275000,325192,217.0
2199,2570,A021,R032,01-00-01,05-06-11,04:00:00,REGULAR,275028,325202,28.0
2200,2571,A021,R032,01-00-01,05-06-11,11:40:41,REGULAR,275422,326272,394.0
2201,2572,A021,R032,01-00-01,05-06-11,11:43:35,REGULAR,275427,326277,5.0
2202,2573,A021,R032,01-00-01,05-06-11,12:00:00,REGULAR,275444,326314,17.0
2203,2574,A021,R032,01-00-01,05-06-11,16:00:00,REGULAR,275834,326697,390.0
2204,2575,A021,R032,01-00-01,05-06-11,20:00:00,REGULAR,276776,327220,942.0
2205,2576,A021,R032,01-00-02,05-01-11,00:00:00,REGULAR,1092288,995144,1.0
2206,2577,A021,R032,01-00-02,05-01-11,04:00:00,REGULAR,1092306,995150,18.0
2207,2578,A021,R032,01-00-02,05-01-11,08:00:00,REGULAR,1092310,995158,4.0
2208,2579,A021,R032,01-00-02,05-01-11,12:00:00,REGULAR,1092327,995228,17.0
2209,2580,A021,R032,01-00-02,05-01-11,16:00:00,REGULAR,1092397,995333,70.0
2210,2581,A021,R032,01-00-02,05-01-11,20:00:00,REGULAR,1092486,995445,89.0
2211,2582,A021,R032,01-00-02,05-02-11,00:00:00,REGULAR,1092526,995492,40.0
2212,2583,A021,R032,01-00-02,05-02-11,04:00:00,REGULAR,1092530,995496,4.0
2213,2584,A021,R032,01-00-02,05-02-11,08:00:00,REGULAR,1092584,995578,54.0
2214,2588,A021,R032,01-00-02,05-02-11,16:00:00,REGULAR,1093012,996481,428.0
2215,2589,A021,R032,01-00-02,05-02-11,20:00:00,REGULAR,1093782,996730,770.0
2216,2590,A021,R032,01-00-02,05-03-11,00:00:00,REGULAR,1093893,996768,111.0
2217,2591,A021,R032,01-00-02,05-03-11,04:00:00,REGULAR,1093903,996777,10.0
2218,2592,A021,R032,01-00-02,05-03-11,08:00:00,REGULAR,1093946,996874,43.0
2219,2593,A021,R032,01-00-02,05-03-11,12:00:00,REGULAR,1094149,997587,203.0
2220,2594,A021,R032,01-00-02,05-03-11,16:00:00,REGULAR,1094371,997795,222.0
2221,2595,A021,R032,01-00-02,05-03-11,20:00:00,REGULAR,1095144,998039,773.0
2222,2596,A021,R032,01-00-02,05-04-11,00:00:00,REGULAR,1095256,998090,112.0
2223,2597,A021,R032,01-00-02,05-04-11,04:00:00,REGULAR,1095263,998091,7.0
2224,2598,A021,R032,01-00-02,05-04-11,08:00:00,REGULAR,1095313,998165,50.0
2225,2599,A021,R032,01-00-02,05-04-11,12:00:00,REGULAR,1095496,998905,183.0
2226,2600,A021,R032,01-00-02,05-04-11,16:00:00,REGULAR,1095720,999105,224.0
2227,2601,A021,R032,01-00-02,05-04-11,20:00:00,REGULAR,1096516,999377,796.0
2228,2602,A021,R032,01-00-02,05-05-11,00:00:00,REGULAR,1096636,999422,120.0
2229,2603,A021,R032,01-00-02,05-05-11,04:00:00,REGULAR,1096644,999424,8.0
2230,2604,A021,R032,01-00-02,05-05-11,08:00:00,REGULAR,1096706,999490,62.0
2231,2605,A021,R032,01-00-02,05-05-11,12:00:00,REGULAR,1096911,1000259,205.0
2232,2606,A021,R032,01-00-02,05-05-11,16:00:00,REGULAR,1097137,1000442,226.0
2233,2607,A021,R032,01-00-02,05-05-11,20:00:00,REGULAR,1097945,1000693,808.0
2234,2608,A021,R032,01-00-02,05-06-11,00:00:00,REGULAR,1098074,1000748,129.0
2235,2609,A021,R032,01-00-02,05-06-11,04:00:00,REGULAR,1098083,1000759,9.0
2236,2610,A021,R032,01-00-02,05-06-11,11:40:41,REGULAR,1098320,1001570,237.0
2237,2611,A021,R032,01-00-02,05-06-11,11:43:35,REGULAR,1098325,1001572,5.0
2238,2612,A021,R032,01-00-02,05-06-11,12:00:00,REGULAR,1098329,1001596,4.0
2239,2613,A021,R032,01-00-02,05-06-11,16:00:00,REGULAR,1098581,1001821,252.0
2240,2614,A021,R032,01-00-02,05-06-11,20:00:00,REGULAR,1099301,1002085,720.0
2241,2615,A021,R032,01-00-03,05-01-11,00:00:00,REGULAR,2963860,4521490,1.0
2242,2616,A021,R032,01-00-03,05-01-11,04:00:00,REGULAR,2963867,4521494,7.0
2243,2617,A021,R032,01-00-03,05-01-11,08:00:00,REGULAR,2963868,4521498,1.0
2244,2618,A021,R032,01-00-03,05-01-11,12:00:00,REGULAR,2963880,4521518,12.0
2245,2619,A021,R032,01-00-03,05-01-11,16:00:00,REGULAR,2963909,4521566,29.0
2246,2620,A021,R032,01-00-03,05-01-11,20:00:00,REGULAR,2963956,4521609,47.0
2247,2621,A021,R032,01-00-03,05-02-11,00:00:00,REGULAR,2963988,4521620,32.0
2248,2622,A021,R032,01-00-03,05-02-11,04:00:00,REGULAR,2963989,4521620,1.0
2249,2623,A021,R032,01-00-03,05-02-11,08:00:00,REGULAR,2964012,4521665,23.0
2250,2629,A021,R032,01-00-03,05-02-11,20:00:00,REGULAR,2965030,4522138,1018.0
2251,2630,A021,R032,01-00-03,05-03-11,00:00:00,REGULAR,2965098,4522149,68.0
2252,2631,A021,R032,01-00-03,05-03-11,04:00:00,REGULAR,2965103,4522150,5.0
2253,2632,A021,R032,01-00-03,05-03-11,08:00:00,REGULAR,2965129,4522175,26.0
2254,2633,A021,R032,01-00-03,05-03-11,12:00:00,REGULAR,2965299,4522481,170.0
2255,2634,A021,R032,01-00-03,05-03-11,16:00:00,REGULAR,2965459,4522541,160.0
2256,2635,A021,R032,01-00-03,05-03-11,20:00:00,REGULAR,2966195,4522652,736.0
2257,2636,A021,R032,01-00-03,05-04-11,00:00:00,REGULAR,2966279,4522663,84.0
2258,2637,A021,R032,01-00-03,05-04-11,04:00:00,REGULAR,2966282,4522663,3.0
2259,2638,A021,R032,01-00-03,05-04-11,08:00:00,REGULAR,2966310,4522694,28.0
2260,2639,A021,R032,01-00-03,05-04-11,12:00:00,REGULAR,2966504,4523051,194.0
2261,2640,A021,R032,01-00-03,05-04-11,16:00:00,REGULAR,2966670,4523100,166.0
2262,2641,A021,R032,01-00-03,05-04-11,20:00:00,REGULAR,2967400,4523203,730.0
2263,2642,A021,R032,01-00-03,05-05-11,00:00:00,REGULAR,2967471,4523222,71.0
2264,2643,A021,R032,01-00-03,05-05-11,04:00:00,REGULAR,2967474,4523223,3.0
2265,2644,A021,R032,01-00-03,05-05-11,08:00:00,REGULAR,2967500,4523249,26.0
2266,2645,A021,R032,01-00-03,05-05-11,12:00:00,REGULAR,2967667,4523628,167.0
2267,2646,A021,R032,01-00-03,05-05-11,16:00:00,REGULAR,2967824,4523690,157.0
2268,2647,A021,R032,01-00-03,05-05-11,20:00:00,REGULAR,2968545,4523817,721.0
2269,2648,A021,R032,01-00-03,05-06-11,00:00:00,REGULAR,2968628,4523831,83.0
2270,2649,A021,R032,01-00-03,05-06-11,04:00:00,REGULAR,2968636,4523831,8.0
2271,2650,A021,R032,01-00-03,05-06-11,11:40:41,REGULAR,2968788,4524242,152.0
2272,2651,A021,R032,01-00-03,05-06-11,11:43:35,REGULAR,2968791,4524243,3.0
2273,2652,A021,R032,01-00-03,05-06-11,12:00:00,REGULAR,2968801,4524244,10.0
2274,2653,A021,R032,01-00-03,05-06-11,16:00:00,REGULAR,2968997,4524327,196.0
2275,2654,A021,R032,01-00-03,05-06-11,20:00:00,REGULAR,2969669,4524400,672.0
2276,2655,A021,R032,01-00-04,05-01-11,00:00:00,REGULAR,146255,257107,1.0
2277,2656,A021,R032,01-00-04,05-01-11,04:00:00,REGULAR,146263,257116,8.0
2278,2657,A021,R032,01-00-04,05-01-11,08:00:00,REGULAR,146270,257123,7.0
2279,2658,A021,R032,01-00-04,05-01-11,12:00:00,REGULAR,146279,257184,9.0
2280,2659,A021,R032,01-00-04,05-01-11,16:00:00,REGULAR,146310,257332,31.0
2281,2660,A021,R032,01-00-04,05-01-11,20:00:00,REGULAR,146350,257493,40.0
2282,2661,A021,R032,01-00-04,05-02-11,00:00:00,REGULAR,146374,257547,24.0
2283,2662,A021,R032,01-00-04,05-02-11,04:00:00,REGULAR,146376,257549,2.0
2284,2663,A021,R032,01-00-04,05-02-11,08:00:00,REGULAR,146423,257620,47.0
2285,2667,A021,R032,01-00-04,05-02-11,16:00:00,REGULAR,146696,258400,273.0
2286,2668,A021,R032,01-00-04,05-02-11,20:00:00,REGULAR,147188,258844,492.0
2287,2669,A021,R032,01-00-04,05-03-11,00:00:00,REGULAR,147254,258891,66.0
2288,2670,A021,R032,01-00-04,05-03-11,04:00:00,REGULAR,147257,258892,3.0
2289,2671,A021,R032,01-00-04,05-03-11,08:00:00,REGULAR,147315,258955,58.0
2290,2672,A021,R032,01-00-04,05-03-11,12:00:00,REGULAR,147462,259482,147.0
2291,2673,A021,R032,01-00-04,05-03-11,16:00:00,REGULAR,147561,259702,99.0
2292,2674,A021,R032,01-00-04,05-03-11,20:00:00,REGULAR,148068,260171,507.0
2293,2675,A021,R032,01-00-04,05-04-11,00:00:00,REGULAR,148116,260231,48.0
2294,2676,A021,R032,01-00-04,05-04-11,04:00:00,REGULAR,148122,260234,6.0
2295,2677,A021,R032,01-00-04,05-04-11,08:00:00,REGULAR,148180,260290,58.0
2296,2678,A021,R032,01-00-04,05-04-11,12:00:00,REGULAR,148311,260878,131.0
2297,2679,A021,R032,01-00-04,05-04-11,16:00:00,REGULAR,148443,261103,132.0
2298,2680,A021,R032,01-00-04,05-04-11,20:00:00,REGULAR,148962,261547,519.0
2299,2681,A021,R032,01-00-04,05-05-11,00:00:00,REGULAR,149017,261614,55.0
2300,2682,A021,R032,01-00-04,05-05-11,04:00:00,REGULAR,149027,261615,10.0
2301,2683,A021,R032,01-00-04,05-05-11,08:00:00,REGULAR,149087,261692,60.0
2302,2684,A021,R032,01-00-04,05-05-11,12:00:00,REGULAR,149244,262230,157.0
2303,2685,A021,R032,01-00-04,05-05-11,16:00:00,REGULAR,149353,262487,109.0
2304,2686,A021,R032,01-00-04,05-05-11,20:00:00,REGULAR,149810,262982,457.0
2305,2687,A021,R032,01-00-04,05-06-11,00:00:00,REGULAR,149876,263035,66.0
2306,2688,A021,R032,01-00-04,05-06-11,04:00:00,REGULAR,149878,263045,2.0
2307,2689,A021,R032,01-00-04,05-06-11,11:40:41,REGULAR,150062,263581,184.0
2308,2690,A021,R032,01-00-04,05-06-11,11:43:35,REGULAR,150063,263583,1.0
2309,2691,A021,R032,01-00-04,05-06-11,12:00:00,REGULAR,150071,263600,8.0
2310,2692,A021,R032,01-00-04,05-06-11,16:00:00,REGULAR,150195,263868,124.0
2311,2693,A021,R032,01-00-04,05-06-11,20:00:00,REGULAR,150601,264305,406.0
2312,2694,A021,R032,01-00-05,05-01-11,00:00:00,REGULAR,735276,2495199,1.0
2313,2695,A021,R032,01-00-05,05-01-11,04:00:00,REGULAR,735283,2495230,7.0
2314,2696,A021,R032,01-00-05,05-01-11,08:00:00,REGULAR,735290,2495262,7.0
2315,2697,A021,R032,01-00-05,05-01-11,12:00:00,REGULAR,735313,2495420,23.0
2316,2698,A021,R032,01-00-05,05-01-11,16:00:00,REGULAR,735341,2495714,28.0
2317,2699,A021,R032,01-00-05,05-01-11,20:00:00,REGULAR,735374,2496025,33.0
2318,2700,A021,R032,01-00-05,05-02-11,00:00:00,REGULAR,735386,2496185,12.0
2319,2701,A021,R032,01-00-05,05-02-11,04:00:00,REGULAR,735393,2496200,7.0
2320,2702,A021,R032,01-00-05,05-02-11,08:00:00,REGULAR,735421,2496308,28.0
2321,2706,A021,R032,01-00-05,05-02-11,20:00:00,REGULAR,735950,2498036,529.0
2322,2707,A021,R032,01-00-05,05-03-11,00:00:00,REGULAR,736004,2498177,54.0
2323,2708,A021,R032,01-00-05,05-03-11,04:00:00,REGULAR,736007,2498186,3.0
2324,2709,A021,R032,01-00-05,05-03-11,08:00:00,REGULAR,736031,2498301,24.0
2325,2710,A021,R032,01-00-05,05-03-11,12:00:00,REGULAR,736103,2499124,72.0
2326,2711,A021,R032,01-00-05,05-03-11,16:00:00,REGULAR,736198,2499558,95.0
2327,2712,A021,R032,01-00-05,05-03-11,20:00:00,REGULAR,736572,2500258,374.0
2328,2713,A021,R032,01-00-05,05-04-11,00:00:00,REGULAR,736624,2500417,52.0
2329,2714,A021,R032,01-00-05,05-04-11,04:00:00,REGULAR,736628,2500430,4.0
