,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
2398,A016,R081,03-00-02,05-06-11,04:00:00,REGULAR,8873907,2988937
2399,A016,R081,03-00-02,05-06-11,08:00:00,REGULAR,8873979,2989071
2400,A016,R081,03-00-02,05-06-11,12:00:00,REGULAR,8874351,2989331
2401,A016,R081,03-00-02,05-06-11,16:00:00,REGULAR,8874810,2989403
2402,A016,R081,03-00-02,05-06-11,20:00:00,REGULAR,8875613,2989472
2403,A016,R081,03-06-00,05-01-11,00:00:00,REGULAR,833424,237836
2404,A016,R081,03-06-00,05-01-11,04:00:00,REGULAR,833429,237841
2405,A016,R081,03-06-00,05-01-11,08:00:00,REGULAR,833429,237844
2406,A016,R081,03-06-00,05-01-11,12:00:00,REGULAR,833443,237856
2407,A016,R081,03-06-00,05-01-11,16:00:00,REGULAR,833450,237876
2408,A016,R081,03-06-00,05-01-11,20:00:00,REGULAR,833496,237887
2409,A016,R081,03-06-00,05-02-11,00:00:00,REGULAR,833516,237889
2410,A016,R081,03-06-00,05-02-11,04:00:00,REGULAR,833519,237891
2411,A016,R081,03-06-00,05-02-11,08:00:00,REGULAR,833523,237910
2412,A016,R081,03-06-00,05-02-11,12:00:00,REGULAR,833552,237958
2413,A016,R081,03-06-00,05-02-11,16:00:00,REGULAR,833562,237968
2414,A016,R081,03-06-00,05-02-11,20:00:00,REGULAR,833587,237977
2415,A016,R081,03-06-00,05-03-11,00:00:00,REGULAR,833612,237979
2416,A016,R081,03-06-00,05-03-11,04:00:00,REGULAR,833615,237982
2417,A016,R081,03-06-00,05-03-11,08:00:00,REGULAR,833618,238011
2421,A016,R081,03-06-00,05-03-11,16:00:00,REGULAR,833671,238088
2422,A016,R081,03-06-00,05-03-11,20:00:00,REGULAR,833729,238099
2423,A016,R081,03-06-00,05-04-11,00:00:00,REGULAR,833753,238104
2424,A016,R081,03-06-00,05-04-11,04:00:00,REGULAR,833755,238106
2425,A016,R081,03-06-00,05-04-11,08:00:00,REGULAR,833762,238115
2426,A016,R081,03-06-00,05-04-11,12:00:00,REGULAR,833793,238173
2427,A016,R081,03-06-00,05-04-11,16:00:00,REGULAR,833818,238189
2428,A016,R081,03-06-00,05-04-11,20:00:00,REGULAR,833856,238200
2429,A016,R081,03-06-00,05-05-11,00:00:00,REGULAR,833875,238200
2430,A016,R081,03-06-00,05-05-11,04:00:00,REGULAR,833878,238200
2431,A016,R081,03-06-00,05-05-11,08:00:00,REGULAR,833880,238214
2432,A016,R081,03-06-00,05-05-11,12:00:00,REGULAR,833914,238290
2433,A016,R081,03-06-00,05-05-11,16:00:00,REGULAR,833936,238318
2434,A016,R081,03-06-00,05-05-11,20:00:00,REGULAR,833991,238337
2435,A016,R081,03-06-00,05-06-11,00:00:00,REGULAR,834017,238347
2436,A016,R081,03-06-00,05-06-11,04:00:00,REGULAR,834024,238347
2440,A016,R081,03-06-00,05-06-11,16:00:00,REGULAR,834082,238430
2441,A016,R081,03-06-00,05-06-11,20:00:00,REGULAR,834141,238446
2442,A016,R081,03-06-01,05-01-11,00:00:00,REGULAR,595267,431627
2443,A016,R081,03-06-01,05-01-11,04:00:00,REGULAR,595269,431627
2444,A016,R081,03-06-01,05-01-11,08:00:00,REGULAR,595269,431641
2445,A016,R081,03-06-01,05-01-11,12:00:00,REGULAR,595274,431673
2446,A016,R081,03-06-01,05-01-11,16:00:00,REGULAR,595278,431712
2447,A016,R081,03-06-01,05-01-11,20:00:00,REGULAR,595302,431717
2448,A016,R081,03-06-01,05-02-11,00:00:00,REGULAR,595317,431717
2449,A016,R081,03-06-01,05-02-11,04:00:00,REGULAR,595321,431717
2450,A016,R081,03-06-01,05-02-11,08:00:00,REGULAR,595322,431744
2451,A016,R081,03-06-01,05-02-11,12:00:00,REGULAR,595345,431828
2452,A016,R081,03-06-01,05-02-11,16:00:00,REGULAR,595351,431846
2453,A016,R081,03-06-01,05-02-11,20:00:00,REGULAR,595374,431867
2454,A016,R081,03-06-01,05-03-11,00:00:00,REGULAR,595384,431871
2455,A016,R081,03-06-01,05-03-11,04:00:00,REGULAR,595386,431872
2456,A016,R081,03-06-01,05-03-11,08:00:00,REGULAR,595386,431903
2476,A016,R081,03-06-01,05-03-11,20:00:00,REGULAR,595437,432035
2477,A016,R081,03-06-01,05-04-11,00:00:00,REGULAR,595455,432040
2478,A016,R081,03-06-01,05-04-11,04:00:00,REGULAR,595456,432040
2479,A016,R081,03-06-01,05-04-11,08:00:00,REGULAR,595457,432079
2480,A016,R081,03-06-01,05-04-11,12:00:00,REGULAR,595471,432170
2481,A016,R081,03-06-01,05-04-11,16:00:00,REGULAR,595481,432195
2482,A016,R081,03-06-01,05-04-11,20:00:00,REGULAR,595510,432207
2483,A016,R081,03-06-01,05-05-11,00:00:00,REGULAR,595526,432212
2484,A016,R081,03-06-01,05-05-11,04:00:00,REGULAR,595527,432212
2485,A016,R081,03-06-01,05-05-11,08:00:00,REGULAR,595527,432245
2486,A016,R081,03-06-01,05-05-11,12:00:00,REGULAR,595533,432344
2487,A016,R081,03-06-01,05-05-11,16:00:00,REGULAR,595549,432369
2488,A016,R081,03-06-01,05-05-11,20:00:00,REGULAR,595590,432394
2489,A016,R081,03-06-01,05-06-11,00:00:00,REGULAR,595609,432396
2490,A016,R081,03-06-01,05-06-11,04:00:00,REGULAR,595612,432396
2492,A016,R081,03-06-01,05-06-11,08:00:00,REGULAR,595613,432431
2493,A016,R081,03-06-01,05-06-11,12:00:00,REGULAR,595638,432507
2494,A016,R081,03-06-01,05-06-11,16:00:00,REGULAR,595647,432533
2495,A016,R081,03-06-01,05-06-11,20:00:00,REGULAR,595671,432562
2496,A021,R032,01-00-00,05-01-11,00:00:00,REGULAR,930901,1078221
2497,A021,R032,01-00-00,05-01-11,04:00:00,REGULAR,930953,1078257
2498,A021,R032,01-00-00,05-01-11,08:00:00,REGULAR,930968,1078325
2499,A021,R032,01-00-00,05-01-11,12:00:00,REGULAR,931063,1078646
2500,A021,R032,01-00-00,05-01-11,16:00:00,REGULAR,931230,1079083
2501,A021,R032,01-00-00,05-01-11,20:00:00,REGULAR,931490,1079362
2502,A021,R032,01-00-00,05-02-11,00:00:00,REGULAR,931653,1079494
2503,A021,R032,01-00-00,05-02-11,04:00:00,REGULAR,931679,1079511
2504,A021,R032,01-00-00,05-02-11,08:00:00,REGULAR,931910,1079762
2508,A021,R032,01-00-00,05-02-11,16:00:00,REGULAR,932993,1081982
2509,A021,R032,01-00-00,05-02-11,20:00:00,REGULAR,934449,1082733
2510,A021,R032,01-00-00,05-03-11,00:00:00,REGULAR,934831,1082896
2511,A021,R032,01-00-00,05-03-11,04:00:00,REGULAR,934877,1082921
2512,A021,R032,01-00-00,05-03-11,04:00:00,REGULAR,934877,1082921
2514,A021,R032,01-00-00,05-03-11,12:00:00,REGULAR,935660,1084753
2515,A021,R032,01-00-00,05-03-11,16:00:00,REGULAR,936229,1085396
2516,A021,R032,01-00-00,05-03-11,20:00:00,REGULAR,937714,1086148
2517,A021,R032,01-00-00,05-04-11,00:00:00,REGULAR,938148,1086313
2518,A021,R032,01-00-00,05-04-11,04:00:00,REGULAR,938191,1086328
2519,A021,R032,01-00-00,05-04-11,08:00:00,REGULAR,938435,1086591
2520,A021,R032,01-00-00,05-04-11,12:00:00,REGULAR,938841,1088216
2521,A021,R032,01-00-00,05-04-11,16:00:00,REGULAR,939353,1088900
2522,A021,R032,01-00-00,05-04-11,20:00:00,REGULAR,940927,1089589
2523,A021,R032,01-00-00,05-05-11,00:00:00,REGULAR,941342,1089744
2524,A021,R032,01-00-00,05-05-11,04:00:00,REGULAR,941384,1089763
2525,A021,R032,01-00-00,05-05-11,08:00:00,REGULAR,941646,1089999
2526,A021,R032,01-00-00,05-05-11,12:00:00,REGULAR,942219,1091574
2527,A021,R032,01-00-00,05-05-11,16:00:00,REGULAR,942832,1092320
2528,A021,R032,01-00-00,05-05-11,20:00:00,REGULAR,944270,1093138
2529,A021,R032,01-00-00,05-06-11,00:00:00,REGULAR,944692,1093305
2530,A021,R032,01-00-00,05-06-11,04:00:00,REGULAR,944749,1093341
2531,A021,R032,01-00-00,05-06-11,11:40:41,REGULAR,945433,1094940
2532,A021,R032,01-00-00,05-06-11,11:43:35,REGULAR,945436,1094952
2533,A021,R032,01-00-00,05-06-11,12:00:00,REGULAR,945466,1094991
2534,A021,R032,01-00-00,05-06-11,16:00:00,REGULAR,946147,1095643
2535,A021,R032,01-00-00,05-06-11,20:00:00,REGULAR,947497,1096452
2536,A021,R032,01-00-01,05-01-11,00:00:00,REGULAR,266362,315596
2537,A021,R032,01-00-01,05-01-11,04:00:00,REGULAR,266391,315619
2538,A021,R032,01-00-01,05-01-11,08:00:00,REGULAR,266399,315645
2539,A021,R032,01-00-01,05-01-11,12:00:00,REGULAR,266438,315799
2540,A021,R032,01-00-01,05-01-11,16:00:00,REGULAR,266535,315997
2541,A021,R032,01-00-01,05-01-11,20:00:00,REGULAR,266670,316212
2542,A021,R032,01-00-01,05-02-11,00:00:00,REGULAR,266751,316306
2543,A021,R032,01-00-01,05-02-11,04:00:00,REGULAR,266760,316318
2544,A021,R032,01-00-01,05-02-11,08:00:00,REGULAR,266886,316452
2548,A021,R032,01-00-01,05-02-11,16:00:00,REGULAR,267517,317928
2549,A021,R032,01-00-01,05-02-11,20:00:00,REGULAR,268563,318400
2550,A021,R032,01-00-01,05-03-11,00:00:00,REGULAR,268780,318483
2551,A021,R032,01-00-01,05-03-11,04:00:00,REGULAR,268805,318495
2552,A021,R032,01-00-01,05-03-11,04:00:00,REGULAR,268805,318495
2554,A021,R032,01-00-01,05-03-11,12:00:00,REGULAR,269223,319773
2555,A021,R032,01-00-01,05-03-11,16:00:00,REGULAR,269553,320148
2556,A021,R032,01-00-01,05-03-11,20:00:00,REGULAR,270597,320682
2557,A021,R032,01-00-01,05-04-11,00:00:00,REGULAR,270816,320764
2558,A021,R032,01-00-01,05-04-11,04:00:00,REGULAR,270831,320769
2559,A021,R032,01-00-01,05-04-11,08:00:00,REGULAR,270957,320906
2560,A021,R032,01-00-01,05-04-11,12:00:00,REGULAR,271200,321946
2561,A021,R032,01-00-01,05-04-11,16:00:00,REGULAR,271538,322376
2562,A021,R032,01-00-01,05-04-11,20:00:00,REGULAR,272643,322859
2563,A021,R032,01-00-01,05-05-11,00:00:00,REGULAR,272874,322932
2564,A021,R032,01-00-01,05-05-11,04:00:00,REGULAR,272884,322939
2565,A021,R032,01-00-01,05-05-11,08:00:00,REGULAR,273004,323091
2566,A021,R032,01-00-01,05-05-11,12:00:00,REGULAR,273329,324246
2567,A021,R032,01-00-01,05-05-11,16:00:00,REGULAR,273676,324649
2568,A021,R032,01-00-01,05-05-11,20:00:00,REGULAR,274783,325091
2569,A021,R032,01-00-01,05-06-11,00:00:00,REGULAR,275000,325192
2570,A021,R032,01-00-01,05-06-11,04:00:00,REGULAR,275028,325202
2571,A021,R032,01-00-01,05-06-11,11:40:41,REGULAR,275422,326272
2572,A021,R032,01-00-01,05-06-11,11:43:35,REGULAR,275427,326277
2573,A021,R032,01-00-01,05-06-11,12:00:00,REGULAR,275444,326314
2574,A021,R032,01-00-01,05-06-11,16:00:00,REGULAR,275834,326697
2575,A021,R032,01-00-01,05-06-11,20:00:00,REGULAR,276776,327220
2576,A021,R032,01-00-02,05-01-11,00:00:00,REGULAR,1092288,995144
2577,A021,R032,01-00-02,05-01-11,04:00:00,REGULAR,1092306,995150
2578,A021,R032,01-00-02,05-01-11,08:00:00,REGULAR,1092310,995158
2579,A021,R032,01-00-02,05-01-11,12:00:00,REGULAR,1092327,995228
2580,A021,R032,01-00-02,05-01-11,16:00:00,REGULAR,1092397,995333
2581,A021,R032,01-00-02,05-01-11,20:00:00,REGULAR,1092486,995445
2582,A021,R032,01-00-02,05-02-11,00:00:00,REGULAR,1092526,995492
2583,A021,R032,01-00-02,05-02-11,04:00:00,REGULAR,1092530,995496
2584,A021,R032,01-00-02,05-02-11,08:00:00,REGULAR,1092584,995578
2588,A021,R032,01-00-02,05-02-11,16:00:00,REGULAR,1093012,996481
2589,A021,R032,01-00-02,05-02-11,20:00:00,REGULAR,1093782,996730
2590,A021,R032,01-00-02,05-03-11,00:00:00,REGULAR,1093893,996768
2591,A021,R032,01-00-02,05-03-11,04:00:00,REGULAR,1093903,996777
2592,A021,R032,01-00-02,05-03-11,08:00:00,REGULAR,1093946,996874
2593,A021,R032,01-00-02,05-03-11,12:00:00,REGULAR,1094149,997587
2594,A021,R032,01-00-02,05-03-11,16:00:00,REGULAR,1094371,997795
2595,A021,R032,01-00-02,05-03-11,20:00:00,REGULAR,1095144,998039
2596,A021,R032,01-00-02,05-04-11,00:00:00,REGULAR,1095256,998090
2597,A021,R032,01-00-02,05-04-11,04:00:00,REGULAR,1095263,998091
2598,A021,R032,01-00-02,05-04-11,08:00:00,REGULAR,1095313,998165
2599,A021,R032,01-00-02,05-04-11,12:00:00,REGULAR,1095496,998905
2600,A021,R032,01-00-02,05-04-11,16:00:00,REGULAR,1095720,999105
2601,A021,R032,01-00-02,05-04-11,20:00:00,REGULAR,1096516,999377
2602,A021,R032,01-00-02,05-05-11,00:00:00,REGULAR,1096636,999422
2603,A021,R032,01-00-02,05-05-11,04:00:00,REGULAR,1096644,999424
2604,A021,R032,01-00-02,05-05-11,08:00:00,REGULAR,1096706,999490
2605,A021,R032,01-00-02,05-05-11,12:00:00,REGULAR,1096911,1000259
2606,A021,R032,01-00-02,05-05-11,16:00:00,REGULAR,1097137,1000442
2607,A021,R032,01-00-02,05-05-11,20:00:00,REGULAR,1097945,1000693
2608,A021,R032,01-00-02,05-06-11,00:00:00,REGULAR,1098074,1000748
2609,A021,R032,01-00-02,05-06-11,04:00:00,REGULAR,1098083,1000759
2610,A021,R032,01-00-02,05-06-11,11:40:41,REGULAR,1098320,1001570
2611,A021,R032,01-00-02,05-06-11,11:43:35,REGULAR,1098325,1001572
2612,A021,R032,01-00-02,05-06-11,12:00:00,REGULAR,1098329,1001596
2613,A021,R032,01-00-02,05-06-11,16:00:00,REGULAR,1098581,1001821
2614,A021,R032,01-00-02,05-06-11,20:00:00,REGULAR,1099301,1002085
2615,A021,R032,01-00-03,05-01-11,00:00:00,REGULAR,2963860,4521490
2616,A021,R032,01-00-03,05-01-11,04:00:00,REGULAR,2963867,4521494
2617,A021,R032,01-00-03,05-01-11,08:00:00,REGULAR,2963868,4521498
2618,A021,R032,01-00-03,05-01-11,12:00:00,REGULAR,2963880,4521518
2619,A021,R032,01-00-03,05-01-11,16:00:00,REGULAR,2963909,4521566
2620,A021,R032,01-00-03,05-01-11,20:00:00,REGULAR,2963956,4521609
2621,A021,R032,01-00-03,05-02-11,00:00:00,REGULAR,2963988,4521620
2622,A021,R032,01-00-03,05-02-11,04:00:00,REGULAR,2963989,4521620
2623,A021,R032,01-00-03,05-02-11,08:00:00,REGULAR,2964012,4521665
2629,A021,R032,01-00-03,05-02-11,20:00:00,REGULAR,2965030,4522138
2630,A021,R032,01-00-03,05-03-11,00:00:00,REGULAR,2965098,4522149
2631,A021,R032,01-00-03,05-03-11,04:00:00,REGULAR,2965103,4522150
2632,A021,R032,01-00-03,05-03-11,08:00:00,REGULAR,2965129,4522175
2633,A021,R032,01-00-03,05-03-11,12:00:00,REGULAR,2965299,4522481
2634,A021,R032,01-00-03,05-03-11,16:00:00,REGULAR,2965459,4522541
2635,A021,R032,01-00-03,05-03-11,20:00:00,REGULAR,2966195,4522652
2636,A021,R032,01-00-03,05-04-11,00:00:00,REGULAR,2966279,4522663
2637,A021,R032,01-00-03,05-04-11,04:00:00,REGULAR,2966282,4522663
2638,A021,R032,01-00-03,05-04-11,08:00:00,REGULAR,2966310,4522694
2639,A021,R032,01-00-03,05-04-11,12:00:00,REGULAR,2966504,4523051
2640,A021,R032,01-00-03,05-04-11,16:00:00,REGULAR,2966670,4523100
2641,A021,R032,01-00-03,05-04-11,20:00:00,REGULAR,2967400,4523203
2642,A021,R032,01-00-03,05-05-11,00:00:00,REGULAR,2967471,4523222
2643,A021,R032,01-00-03,05-05-11,04:00:00,REGULAR,2967474,4523223
2644,A021,R032,01-00-03,05-05-11,08:00:00,REGULAR,2967500,4523249
2645,A021,R032,01-00-03,05-05-11,12:00:00,REGULAR,2967667,4523628
2646,A021,R032,01-00-03,05-05-11,16:00:00,REGULAR,2967824,4523690
2647,A021,R032,01-00-03,05-05-11,20:00:00,REGULAR,2968545,4523817
2648,A021,R032,01-00-03,05-06-11,00:00:00,REGULAR,2968628,4523831
2649,A021,R032,01-00-03,05-06-11,04:00:00,REGULAR,2968636,4523831
2650,A021,R032,01-00-03,05-06-11,11:40:41,REGULAR,2968788,4524242
2651,A021,R032,01-00-03,05-06-11,11:43:35,REGULAR,2968791,4524243
2652,A021,R032,01-00-03,05-06-11,12:00:00,REGULAR,2968801,4524244
2653,A021,R032,01-00-03,05-06-11,16:00:00,REGULAR,2968997,4524327
2654,A021,R032,01-00-03,05-06-11,20:00:00,REGULAR,2969669,4524400
2655,A021,R032,01-00-04,05-01-11,00:00:00,REGULAR,146255,257107
2656,A021,R032,01-00-04,05-01-11,04:00:00,REGULAR,146263,257116
2657,A021,R032,01-00-04,05-01-11,08:00:00,REGULAR,146270,257123
2658,A021,R032,01-00-04,05-01-11,12:00:00,REGULAR,146279,257184
2659,A021,R032,01-00-04,05-01-11,16:00:00,REGULAR,146310,257332
2660,A021,R032,01-00-04,05-01-11,20:00:00,REGULAR,146350,257493
2661,A021,R032,01-00-04,05-02-11,00:00:00,REGULAR,146374,257547
2662,A021,R032,01-00-04,05-02-11,04:00:00,REGULAR,146376,257549
2663,A021,R032,01-00-04,05-02-11,08:00:00,REGULAR,146423,257620
2667,A021,R032,01-00-04,05-02-11,16:00:00,REGULAR,146696,258400
2668,A021,R032,01-00-04,05-02-11,20:00:00,REGULAR,147188,258844
2669,A021,R032,01-00-04,05-03-11,00:00:00,REGULAR,147254,258891
2670,A021,R032,01-00-04,05-03-11,04:00:00,REGULAR,147257,258892
2671,A021,R032,01-00-04,05-03-11,08:00:00,REGULAR,147315,258955
2672,A021,R032,01-00-04,05-03-11,12:00:00,REGULAR,147462,259482
2673,A021,R032,01-00-04,05-03-11,16:00:00,REGULAR,147561,259702
2674,A021,R032,01-00-04,05-03-11,20:00:00,REGULAR,148068,260171
2675,A021,R032,01-00-04,05-04-11,00:00:00,REGULAR,148116,260231
2676,A021,R032,01-00-04,05-04-11,04:00:00,REGULAR,148122,260234
2677,A021,R032,01-00-04,05-04-11,08:00:00,REGULAR,148180,260290
2678,A021,R032,01-00-04,05-04-11,12:00:00,REGULAR,148311,260878
2679,A021,R032,01-00-04,05-04-11,16:00:00,REGULAR,148443,261103
2680,A021,R032,01-00-04,05-04-11,20:00:00,REGULAR,148962,261547
2681,A021,R032,01-00-04,05-05-11,00:00:00,REGULAR,149017,261614
2682,A021,R032,01-00-04,05-05-11,04:00:00,REGULAR,149027,261615
2683,A021,R032,01-00-04,05-05-11,08:00:00,REGULAR,149087,261692
2684,A021,R032,01-00-04,05-05-11,12:00:00,REGULAR,149244,262230
2685,A021,R032,01-00-04,05-05-11,16:00:00,REGULAR,149353,262487
2686,A021,R032,01-00-04,05-05-11,20:00:00,REGULAR,149810,262982
2687,A021,R032,01-00-04,05-06-11,00:00:00,REGULAR,149876,263035
2688,A021,R032,01-00-04,05-06-11,04:00:00,REGULAR,149878,263045
2689,A021,R032,01-00-04,05-06-11,11:40:41,REGULAR,150062,263581
2690,A021,R032,01-00-04,05-06-11,11:43:35,REGULAR,150063,263583
2691,A021,R032,01-00-04,05-06-11,12:00:00,REGULAR,150071,263600
2692,A021,R032,01-00-04,05-06-11,16:00:00,REGULAR,150195,263868
2693,A021,R032,01-00-04,05-06-11,20:00:00,REGULAR,150601,264305
2694,A021,R032,01-00-05,05-01-11,00:00:00,REGULAR,735276,2495199
2695,A021,R032,01-00-05,05-01-11,04:00:00,REGULAR,735283,2495230
2696,A021,R032,01-00-05,05-01-11,08:00:00,REGULAR,735290,2495262
2697,A021,R032,01-00-05,05-01-11,12:00:00,REGULAR,735313,2495420
2698,A021,R032,01-00-05,05-01-11,16:00:00,REGULAR,735341,2495714
2699,A021,R032,01-00-05,05-01-11,20:00:00,REGULAR,735374,2496025
2700,A021,R032,01-00-05,05-02-11,00:00:00,REGULAR,735386,2496185
2701,A021,R032,01-00-05,05-02-11,04:00:00,REGULAR,735393,2496200
2702,A021,R032,01-00-05,05-02-11,08:00:00,REGULAR,735421,2496308
2706,A021,R032,01-00-05,05-02-11,20:00:00,REGULAR,735950,2498036
2707,A021,R032,01-00-05,05-03-11,00:00:00,REGULAR,736004,2498177
2708,A021,R032,01-00-05,05-03-11,04:00:00,REGULAR,736007,2498186
2709,A021,R032,01-00-05,05-03-11,08:00:00,REGULAR,736031,2498301
2710,A021,R032,01-00-05,05-03-11,12:00:00,REGULAR,736103,2499124
2711,A021,R032,01-00-05,05-03-11,16:00:00,REGULAR,736198,2499558
2712,A021,R032,01-00-05,05-03-11,20:00:00,REGULAR,736572,2500258
2713,A021,R032,01-00-05,05-04-11,00:00:00,REGULAR,736624,2500417
2714,A021,R032,01-00-05,05-04-11,04:00:00,REGULAR,736628,2500430
2715,A021,R032,01-00-05,05-04-11,08:00:00,REGULAR,736652,2500555
2716,A021,R032,01-00-05,05-04-11,12:00:00,REGULAR,736737,2501347
2717,A021,R032,01-00-05,05-04-11,16:00:00,REGULAR,736852,2501752
2718,A021,R032,01-00-05,05-04-11,20:00:00,REGULAR,737233,2502383
2719,A021,R032,01-00-05,05-05-11,00:00:00,REGULAR,737285,2502513
2720,A021,R032,01-00-05,05-05-11,04:00:00,REGULAR,737292,2502518
2721,A021,R032,01-00-05,05-05-11,08:00:00,REGULAR,737315,2502639
2722,A021,R032,01-00-05,05-05-11,12:00:00,REGULAR,737406,2503471
2723,A021,R032,01-00-05,05-05-11,16:00:00,REGULAR,737514,2503908
2724,A021,R032,01-00-05,05-05-11,20:00:00,REGULAR,737895,2504580
2725,A021,R032,01-00-05,05-06-11,00:00:00,REGULAR,737957,2504761
2726,A021,R032,01-00-05,05-06-11,04:00:00,REGULAR,737964,2504782
2727,A021,R032,01-00-05,05-06-11,11:40:41,REGULAR,738064,2505662
2728,A021,R032,01-00-05,05-06-11,11:43:35,REGULAR,738066,2505664
2729,A021,R032,01-00-05,05-06-11,12:00:00,REGULAR,738075,2505697
2730,A021,R032,01-00-05,05-06-11,16:00:00,REGULAR,738201,2506160
2731,A021,R032,01-00-05,05-06-11,20:00:00,REGULAR,738511,2506883
2732,A021,R032,01-00-06,05-01-11,00:00:00,REGULAR,2110846,5132830
2733,A021,R032,01-00-06,05-01-11,04:00:00,REGULAR,2110859,5132888
2734,A021,R032,01-00-06,05-01-11,08:00:00,REGULAR,2110871,5132916
2735,A021,R032,01-00-06,05-01-11,12:00:00,REGULAR,2110886,5133123
2736,A021,R032,01-00-06,05-01-11,16:00:00,REGULAR,2110922,5133554
2737,A021,R032,01-00-06,05-01-11,20:00:00,REGULAR,2110975,5133992
2738,A021,R032,01-00-06,05-02-11,00:00:00,REGULAR,2111008,5134224
2739,A021,R032,01-00-06,05-02-11,04:00:00,REGULAR,2111009,5134246
2740,A021,R032,01-00-06,05-02-11,08:00:00,REGULAR,2111019,5134373
2741,A021,R032,01-00-06,05-02-11,12:00:00,REGULAR,2111087,5135388
2746,A021,R032,01-00-06,05-03-11,00:00:00,REGULAR,2111789,5136672
2747,A021,R032,01-00-06,05-03-11,04:00:00,REGULAR,2111798,5136691
2748,A021,R032,01-00-06,05-03-11,08:00:00,REGULAR,2111817,5136797
2749,A021,R032,01-00-06,05-03-11,12:00:00,REGULAR,2111873,5137711
2750,A021,R032,01-00-06,05-03-11,16:00:00,REGULAR,2112006,5138310
2751,A021,R032,01-00-06,05-03-11,20:00:00,REGULAR,2112538,5138998
2752,A021,R032,01-00-06,05-04-11,00:00:00,REGULAR,2112608,5139227
2753,A021,R032,01-00-06,05-04-11,04:00:00,REGULAR,2112619,5139254
2754,A021,R032,01-00-06,05-04-11,08:00:00,REGULAR,2112636,5139400
2755,A021,R032,01-00-06,05-04-11,12:00:00,REGULAR,2112714,5140481
2756,A021,R032,01-00-06,05-04-11,16:00:00,REGULAR,2112883,5141025
2757,A021,R032,01-00-06,05-04-11,20:00:00,REGULAR,2113502,5141582
2758,A021,R032,01-00-06,05-05-11,00:00:00,REGULAR,2113586,5141785
2759,A021,R032,01-00-06,05-05-11,04:00:00,REGULAR,2113600,5141800
2760,A021,R032,01-00-06,05-05-11,08:00:00,REGULAR,2113611,5141924
2761,A021,R032,01-00-06,05-05-11,12:00:00,REGULAR,2113691,5142972
2762,A021,R032,01-00-06,05-05-11,16:00:00,REGULAR,2113845,5143509
2763,A021,R032,01-00-06,05-05-11,20:00:00,REGULAR,2114406,5144239
2764,A021,R032,01-00-06,05-06-11,00:00:00,REGULAR,2114491,5144504
2765,A021,R032,01-00-06,05-06-11,04:00:00,REGULAR,2114507,5144536
2766,A021,R032,01-00-06,05-06-11,11:40:41,REGULAR,2114591,5145672
2767,A021,R032,01-00-06,05-06-11,11:43:35,REGULAR,2114593,5145676
2768,A021,R032,01-00-06,05-06-11,12:00:00,REGULAR,2114602,5145713
2769,A021,R032,01-00-06,05-06-11,16:00:00,REGULAR,2114741,5146354
2770,A021,R032,01-00-06,05-06-11,20:00:00,REGULAR,2115238,5147140
2771,A021,R032,01-00-07,05-01-11,00:00:00,REGULAR,1132493,2851784
2772,A021,R032,01-00-07,05-01-11,04:00:00,REGULAR,1132522,2851879
2773,A021,R032,01-00-07,05-01-11,08:00:00,REGULAR,1132533,2851943
2774,A021,R032,01-00-07,05-01-11,12:00:00,REGULAR,1132580,2852244
2775,A021,R032,01-00-07,05-01-11,16:00:00,REGULAR,1132651,2852820
2776,A021,R032,01-00-07,05-01-11,20:00:00,REGULAR,1132780,2853347
2777,A021,R032,01-00-07,05-02-11,00:00:00,REGULAR,1132835,2853619
2778,A021,R032,01-00-07,05-02-11,04:00:00,REGULAR,1132841,2853669
2779,A021,R032,01-00-07,05-02-11,08:00:00,REGULAR,1132863,2853915
2780,A021,R032,01-00-07,05-02-11,12:00:00,REGULAR,1133015,2855313
2785,A021,R032,01-00-07,05-03-11,00:00:00,REGULAR,1134500,2856644
2786,A021,R032,01-00-07,05-03-11,04:00:00,REGULAR,1134517,2856679
2787,A021,R032,01-00-07,05-03-11,08:00:00,REGULAR,1134533,2856965
2788,A021,R032,01-00-07,05-03-11,12:00:00,REGULAR,1134693,2858357
2789,A021,R032,01-00-07,05-03-11,16:00:00,REGULAR,1135069,2859024
2790,A021,R032,01-00-07,05-03-11,20:00:00,REGULAR,1136073,2859562
2791,A021,R032,01-00-07,05-04-11,00:00:00,REGULAR,1136244,2859816
2792,A021,R032,01-00-07,05-04-11,04:00:00,REGULAR,1136259,2859838
2793,A021,R032,01-00-07,05-04-11,08:00:00,REGULAR,1136287,2860096
2794,A021,R032,01-00-07,05-04-11,12:00:00,REGULAR,1136455,2861482
2795,A021,R032,01-00-07,05-04-11,16:00:00,REGULAR,1136799,2862132
2796,A021,R032,01-00-07,05-04-11,20:00:00,REGULAR,1137874,2862606
2797,A021,R032,01-00-07,05-05-11,00:00:00,REGULAR,1138045,2862802
2798,A021,R032,01-00-07,05-05-11,04:00:00,REGULAR,1138067,2862827
2799,A021,R032,01-00-07,05-05-11,08:00:00,REGULAR,1138092,2863078
2800,A021,R032,01-00-07,05-05-11,12:00:00,REGULAR,1138275,2864465
2801,A021,R032,01-00-07,05-05-11,16:00:00,REGULAR,1138618,2865191
2802,A021,R032,01-00-07,05-05-11,20:00:00,REGULAR,1139598,2865787
