C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A013,R081,01-03-01,05-24-11,04:00:00,REGULAR,001463942,000810520
A013,R081,01-03-01,05-24-11,08:00:00,REGULAR,001463978,000810656
A013,R081,01-03-01,05-24-11,12:00:00,REGULAR,001464118,000811140
A013,R081,01-03-01,05-24-11,16:00:00,RECOVR,001464431,000811305               
A013,R081,01-03-01,05-24-11,20:00:00,RECOVR,001465270,000811532
A013,R081,01-03-01,05-25-11,00:00:00,AUD,001465693,000811597
A013,R081,01-03-01,05-25-11,04:00:00,REGULAR,001465756,000811604
A013,R081,01-03-01,05-25-11,08:00:00,REGULAR,001465792,000811765
A013,R081,01-03-01,05-25-11,12:00:00,REGULAR,001465929,000812220
A013,R081,01-03-01,05-25-11,16:00:00,REGULAR,001466256,000812395
A013,R081,01-03-01,05-25-11,20:00:00,REGULAR,001467109,000812602
A013,R081,01-03-01,05-26-11,00:00:00,REGULAR,001467529,000812653                   
A013,R081,01-03-01,05-26-11,04:00:00,REGULAR,001467586,000812658
A013,R081,01-03-01,05-26-11,08:00:00,REGULAR,001467623,000812803
A013,R081,01-03-01,05-26-11,11:36:21,DOOR,001467738,000813207
A013,R081,01-03-01,05-26-11,11:37:10,OPEN,001467738,000813207
A013,R081,01-03-01,05-26-11,11:39:06,DOOR,001467738,000813207
A013,R081,01-03-01,05-26-11,11:49:53,OPEN,001467741,000813210
A013,R081,01-03-01,05-26-11,12:00:00,DOOR,001467748,000813223
A013,R081,01-03-01,05-26-11,16:00:00,OPEN,001468085,000813407                                
A013,R081,01-03-01,05-26-11,20:00:00,REGULAR,001468934,000813631
A013,R081,01-03-01,05-27-11,00:00:00,REGULAR,001469344,000813718
A013,R081,01-03-01,05-27-11,04:00:00,REGULAR,001469433,000813725
A013,R081,01-03-01,05-27-11,08:00:00,REGULAR,001469464,000813811
A013,R081,01-03-01,05-27-11,12:00:00,REGULAR,001469598,000814169
A013,R081,01-03-01,05-27-11,16:00:00,REGULAR,001470050,000814323
A013,R081,01-03-01,05-27-11,20:00:00,REGULAR,001470654,000814531                                                            
A013,R081,01-03-02,05-21-11,00:00:00,REGULAR,004751832,002217565
A013,R081,01-03-02,05-21-11,04:00:00,REGULAR,004752001,002217586
A013,R081,01-03-02,05-21-11,08:00:00,REGULAR,004752058,002217639
A013,R081,01-03-02,05-21-11,12:00:00,REGULAR,004752187,002217781
A013,R081,01-03-02,05-21-11,16:00:00,REGULAR,004752493,002217984
A013,R081,01-03-02,05-21-11,20:00:00,REGULAR,004753060,002218214
A013,R081,01-03-02,05-22-11,00:00:00,REGULAR,004753554,002218270
A013,R081,01-03-02,05-22-11,04:00:00,REGULAR,004753709,002218283              
A013,R081,01-03-02,05-22-11,08:00:00,REGULAR,004753749,002218315
A013,R081,01-03-02,05-22-11,12:00:00,REGULAR,004753863,002218470
A013,R081,01-03-02,05-22-11,16:00:00,REGULAR,004754235,002218645
A013,R081,01-03-02,05-22-11,20:00:00,REGULAR,004754758,002218816
A013,R081,01-03-02,05-23-11,00:00:00,REGULAR,004755176,002218879
A013,R081,01-03-02,05-23-11,04:00:00,REGULAR,004755277,002218884
A013,R081,01-03-02,05-23-11,04:00:00,RECOVR,004755277,002218884
A013,R081,01-03-02,05-23-11,08:00:00,AUD,004755342,002219082                   
A013,R081,01-03-02,05-23-11,12:00:00,REGULAR,004755581,002219636
A013,R081,01-03-02,05-23-11,16:00:00,REGULAR,004756051,002219825
A013,R081,01-03-02,05-23-11,20:00:00,REGULAR,004757196,002219983
A013,R081,01-03-02,05-24-11,00:00:00,REGULAR,004757665,002220026
A013,R081,01-03-02,05-24-11,04:00:00,REGULAR,004757761,002220030
A013,R081,01-03-02,05-24-11,08:00:00,REGULAR,004757818,002220230
A013,R081,01-03-02,05-24-11,12:00:00,REGULAR,004758050,002220771
A013,R081,01-03-02,05-24-11,16:00:00,RECOVR,004758463,002220963               
A013,R081,01-03-02,05-24-11,20:00:00,RECOVR,004759650,002221201
A013,R081,01-03-02,05-25-11,00:00:00,AUD,004760243,002221256
A013,R081,01-03-02,05-25-11,04:00:00,REGULAR,004760313,002221262
A013,R081,01-03-02,05-25-11,08:00:00,REGULAR,004760378,002221439
A013,R081,01-03-02,05-25-11,12:00:00,REGULAR,004760633,002221961
A013,R081,01-03-02,05-25-11,16:00:00,REGULAR,004761121,002222192
A013,R081,01-03-02,05-25-11,20:00:00,REGULAR,004762294,002222408
A013,R081,01-03-02,05-26-11,00:00:00,REGULAR,004762897,002222473                   
A013,R081,01-03-02,05-26-11,04:00:00,REGULAR,004762976,002222478
A013,R081,01-03-02,05-26-11,08:00:00,REGULAR,004763033,002222658
A013,R081,01-03-02,05-26-11,11:51:25,DOOR,004763262,002223159
A013,R081,01-03-02,05-26-11,11:51:46,OPEN,004763262,002223159
A013,R081,01-03-02,05-26-11,12:00:00,DOOR,004763263,002223160
A013,R081,01-03-02,05-26-11,16:00:00,OPEN,004763730,002223397
A013,R081,01-03-02,05-26-11,20:00:00,REGULAR,004764859,002223650
A013,R081,01-03-02,05-27-11,00:00:00,REGULAR,004765463,002223721                          
A013,R081,01-03-02,05-27-11,04:00:00,REGULAR,004765560,002223731
A013,R081,01-03-02,05-27-11,08:00:00,REGULAR,004765629,002223892
A013,R081,01-03-02,05-27-11,12:00:00,REGULAR,004765838,002224332
A013,R081,01-03-02,05-27-11,16:00:00,REGULAR,004766526,002224538
A013,R081,01-03-02,05-27-11,20:00:00,REGULAR,004767346,002224757                                                                                                                                                        
A013,R081,01-05-00,05-21-11,00:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-21-11,04:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-21-11,08:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-21-11,12:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-21-11,16:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-21-11,20:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-22-11,00:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-22-11,04:00:00,REGULAR,000000940,000000000              
A013,R081,01-05-00,05-22-11,08:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-22-11,12:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-22-11,16:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-22-11,20:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-23-11,00:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-23-11,04:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-23-11,08:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-23-11,12:00:00,REGULAR,000000940,000000000              
A013,R081,01-05-00,05-23-11,16:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-23-11,20:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-24-11,00:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-24-11,04:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-24-11,08:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-24-11,12:00:00,REGULAR,000000940,000000000
A013,R081,01-05-00,05-24-11,16:00:00,RECOVR,000000941,000000000
A013,R081,01-05-00,05-24-11,20:00:00,AUD,000000941,000000000                   
A013,R081,01-05-00,05-25-11,00:00:00,REGULAR,000000941,000000000
A002,R051,02-00-00,05-28-11,00:00:00,REGULAR,003178521,001100739
A002,R051,02-00-00,05-28-11,04:00:00,REGULAR,003178541,001100746
A002,R051,02-00-00,05-28-11,08:00:00,REGULAR,003178559,001100775
A002,R051,02-00-00,05-28-11,12:00:00,REGULAR,003178627,001100849
A002,R051,02-00-00,05-28-11,16:00:00,REGULAR,003178810,001100892
A002,R051,02-00-00,05-28-11,20:00:00,REGULAR,003179066,001100923
A002,R051,02-00-00,05-29-11,00:00:00,REGULAR,003179193,001100940
A002,R051,02-00-00,05-29-11,04:00:00,REGULAR,003179214,001100946              
A002,R051,02-00-00,05-29-11,08:00:00,REGULAR,003179230,001100958
A002,R051,02-00-00,05-29-11,12:00:00,REGULAR,003179307,001100998
A002,R051,02-00-00,05-29-11,16:00:00,REGULAR,003179470,001101035
A002,R051,02-00-00,05-29-11,20:00:00,REGULAR,003179672,001101067
A002,R051,02-00-00,05-30-11,00:00:00,REGULAR,003179741,001101080
A002,R051,02-00-00,05-30-11,04:00:00,REGULAR,003179761,001101081
A002,R051,02-00-00,05-30-11,08:00:00,REGULAR,003179777,001101095
A002,R051,02-00-00,05-30-11,12:00:00,REGULAR,003179818,001101171              
A002,R051,02-00-00,05-30-11,16:00:00,REGULAR,003179985,001101211
A002,R051,02-00-00,05-30-11,20:00:00,REGULAR,003180212,001101238
A002,R051,02-00-00,05-31-11,00:00:00,REGULAR,003180290,001101255
A002,R051,02-00-00,05-31-11,04:00:00,REGULAR,003180299,001101258
A002,R051,02-00-00,05-31-11,08:00:00,REGULAR,003180355,001101374
A002,R051,02-00-00,05-31-11,12:00:00,REGULAR,003180504,001101687
A002,R051,02-00-00,05-31-11,14:19:02,REGULAR,003180633,001101709
A002,R051,02-00-00,05-31-11,14:32:09,REGULAR,003180644,001101712              
A002,R051,02-00-00,05-31-11,16:00:00,REGULAR,003180790,001101743
A002,R051,02-00-00,05-31-11,20:00:00,REGULAR,003181668,001101803
A002,R051,02-00-01,05-28-11,00:00:00,REGULAR,003124727,000666309
A002,R051,02-00-01,05-28-11,04:00:00,REGULAR,003124740,000666313
A002,R051,02-00-01,05-28-11,08:00:00,REGULAR,003124750,000666327
A002,R051,02-00-01,05-28-11,12:00:00,REGULAR,003124826,000666369
A002,R051,02-00-01,05-28-11,16:00:00,REGULAR,003125014,000666398
A002,R051,02-00-01,05-28-11,20:00:00,REGULAR,003125264,000666431
A002,R051,02-00-01,05-29-11,00:00:00,REGULAR,003125396,000666453
A002,R051,02-00-01,05-29-11,04:00:00,REGULAR,003125418,000666454              
A002,R051,02-00-01,05-29-11,08:00:00,REGULAR,003125426,000666460
A002,R051,02-00-01,05-29-11,12:00:00,REGULAR,003125482,000666479
A002,R051,02-00-01,05-29-11,16:00:00,REGULAR,003125637,000666518
A002,R051,02-00-01,05-29-11,20:00:00,REGULAR,003125817,000666547
A002,R051,02-00-01,05-30-11,00:00:00,REGULAR,003125901,000666563
A002,R051,02-00-01,05-30-11,04:00:00,REGULAR,003125925,000666564
A002,R051,02-00-01,05-30-11,08:00:00,REGULAR,003125934,000666573
A002,R051,02-00-01,05-30-11,12:00:00,REGULAR,003125976,000666606              
A002,R051,02-00-01,05-30-11,16:00:00,REGULAR,003126138,000666642
A002,R051,02-00-01,05-30-11,20:00:00,REGULAR,003126353,000666680
A002,R051,02-00-01,05-31-11,00:00:00,REGULAR,003126446,000666693
A002,R051,02-00-01,05-31-11,04:00:00,REGULAR,003126456,000666694
A002,R051,02-00-01,05-31-11,08:00:00,REGULAR,003126510,000666752
A002,R051,02-00-01,05-31-11,12:00:00,REGULAR,003126699,000666915
A002,R051,02-00-01,05-31-11,14:19:02,REGULAR,003126827,000666948
A002,R051,02-00-01,05-31-11,14:32:09,REGULAR,003126849,000666949              
A002,R051,02-00-01,05-31-11,16:00:00,REGULAR,003127006,000666973
A002,R051,02-00-01,05-31-11,20:00:00,REGULAR,003127818,000667018
A002,R051,02-03-00,05-28-11,00:00:00,REGULAR,001300102,004635049
A002,R051,02-03-00,05-28-11,04:00:00,REGULAR,001300116,004635070
A002,R051,02-03-00,05-28-11,08:00:00,REGULAR,001300119,004635135
A002,R051,02-03-00,05-28-11,12:00:00,REGULAR,001300146,004635369
A002,R051,02-03-00,05-28-11,16:00:00,REGULAR,001300223,004635648
A002,R051,02-03-00,05-28-11,20:00:00,REGULAR,001300355,004635914
A002,R051,02-03-00,05-29-11,00:00:00,REGULAR,001300438,004636073
A002,R051,02-03-00,05-29-11,04:00:00,REGULAR,001300444,004636094              
A002,R051,02-03-00,05-29-11,08:00:00,REGULAR,001300448,004636132
A002,R051,02-03-00,05-29-11,12:00:00,REGULAR,001300475,004636295
A002,R051,02-03-00,05-29-11,16:00:00,REGULAR,001300517,004636511
A002,R051,02-03-00,05-29-11,20:00:00,REGULAR,001300585,004636771
A002,R051,02-03-00,05-30-11,00:00:00,REGULAR,001300639,004636873
A002,R051,02-03-00,05-30-11,04:00:00,REGULAR,001300649,004636888
A002,R051,02-03-00,05-30-11,08:00:00,REGULAR,001300651,004636926
A002,R051,02-03-00,05-30-11,12:00:00,REGULAR,001300672,004637099              
A002,R051,02-03-00,05-30-11,16:00:00,REGULAR,001300722,004637353
A002,R051,02-03-00,05-30-11,20:00:00,REGULAR,001300808,004637575
A002,R051,02-03-00,05-31-11,00:00:00,REGULAR,001300862,004637676
A002,R051,02-03-00,05-31-11,04:00:00,REGULAR,001300864,004637684
A002,R051,02-03-00,05-31-11,08:00:00,REGULAR,001300881,004637958
A002,R051,02-03-00,05-31-11,12:00:00,REGULAR,001300924,004638803
A002,R051,02-03-00,05-31-11,14:19:02,REGULAR,001300978,004639018
A002,R051,02-03-00,05-31-11,14:32:09,REGULAR,001300985,004639032              
A002,R051,02-03-00,05-31-11,16:00:00,REGULAR,001301053,004639177
A002,R051,02-03-00,05-31-11,20:00:00,REGULAR,001301345,004639734
A002,R051,02-03-01,05-28-11,00:00:00,REGULAR,002878895,004438565
A002,R051,02-03-01,05-28-11,04:00:00,REGULAR,002878942,004438601
A002,R051,02-03-01,05-28-11,08:00:00,REGULAR,002878964,004438661
A002,R051,02-03-01,05-28-11,12:00:00,REGULAR,002879058,004438920
A002,R051,02-03-01,05-28-11,16:00:00,REGULAR,002879273,004439245
A002,R051,02-03-01,05-28-11,20:00:00,REGULAR,002879546,004439593
A002,R051,02-03-01,05-29-11,00:00:00,REGULAR,002879768,004439747
A002,R051,02-03-01,05-29-11,04:00:00,REGULAR,002879806,004439805              
A002,R051,02-03-01,05-29-11,08:00:00,REGULAR,002879821,004439838
A002,R051,02-03-01,05-29-11,12:00:00,REGULAR,002879891,004440052
A002,R051,02-03-01,05-29-11,16:00:00,REGULAR,002880042,004440371
A002,R051,02-03-01,05-29-11,20:00:00,REGULAR,002880289,004440651
A002,R051,02-03-01,05-30-11,00:00:00,REGULAR,002880483,004440821
A002,R051,02-03-01,05-30-11,04:00:00,REGULAR,002880509,004440842
A002,R051,02-03-01,05-30-11,08:00:00,REGULAR,002880523,004440905
A002,R051,02-03-01,05-30-11,12:00:00,REGULAR,002880587,004441116              
A002,R051,02-03-01,05-30-11,16:00:00,REGULAR,002880760,004441454
A002,R051,02-03-01,05-30-11,20:00:00,REGULAR,002880979,004441770
A002,R051,02-03-01,05-31-11,00:00:00,REGULAR,002881165,004441942
A002,R051,02-03-01,05-31-11,04:00:00,REGULAR,002881176,004441957
A002,R051,02-03-01,05-31-11,08:00:00,REGULAR,002881224,004442229
A002,R051,02-03-01,05-31-11,12:00:00,REGULAR,002881380,004442998
A002,R051,02-03-01,05-31-11,14:19:02,REGULAR,002881508,004443205
A002,R051,02-03-01,05-31-11,14:32:09,REGULAR,002881521,004443234              
A002,R051,02-03-01,05-31-11,16:00:00,REGULAR,002881652,004443403
A002,R051,02-03-01,05-31-11,20:00:00,REGULAR,002882284,004443957
A002,R051,02-03-02,05-28-11,00:00:00,REGULAR,002649652,003629598
A002,R051,02-03-02,05-28-11,04:00:00,REGULAR,002649682,003629638
A002,R051,02-03-02,05-28-11,08:00:00,REGULAR,002649710,003629703
A002,R051,02-03-02,05-28-11,12:00:00,REGULAR,002649820,003629908
A002,R051,02-03-02,05-28-11,16:00:00,REGULAR,002650046,003630161
A002,R051,02-03-02,05-28-11,20:00:00,REGULAR,002650343,003630413
A002,R051,02-03-02,05-29-11,00:00:00,REGULAR,002650544,003630526
A002,R051,02-03-02,05-29-11,04:00:00,REGULAR,002650573,003630566              
A002,R051,02-03-02,05-29-11,08:00:00,REGULAR,002650587,003630602
A002,R051,02-03-02,05-29-11,12:00:00,REGULAR,002650686,003630773
A002,R051,02-03-02,05-29-11,16:00:00,REGULAR,002650838,003631034
A002,R051,02-03-02,05-29-11,20:00:00,REGULAR,002651045,003631242
A002,R051,02-03-02,05-30-11,00:00:00,REGULAR,002651214,003631348
A002,R051,02-03-02,05-30-11,04:00:00,REGULAR,002651244,003631370
A002,R051,02-03-02,05-30-11,08:00:00,REGULAR,002651261,003631422
A002,R051,02-03-02,05-30-11,12:00:00,REGULAR,002651333,003631625              
A002,R051,02-03-02,05-30-11,16:00:00,REGULAR,002651502,003631875
A002,R051,02-03-02,05-30-11,20:00:00,REGULAR,002651728,003632110
A002,R051,02-03-02,05-31-11,00:00:00,REGULAR,002651861,003632230
A002,R051,02-03-02,05-31-11,04:00:00,REGULAR,002651871,003632244
A002,R051,02-03-02,05-31-11,08:00:00,REGULAR,002651911,003632547
A002,R051,02-03-02,05-31-11,12:00:00,REGULAR,002652089,003633200
A002,R051,02-03-02,05-31-11,14:19:02,REGULAR,002652237,003633377
A002,R051,02-03-02,05-31-11,14:32:09,REGULAR,002652252,003633400              
A002,R051,02-03-02,05-31-11,16:00:00,REGULAR,002652392,003633509
A002,R051,02-03-02,05-31-11,20:00:00,REGULAR,002653008,003633941
A002,R051,02-03-03,05-28-11,00:00:00,REGULAR,002350352,003076500
A002,R051,02-03-03,05-28-11,04:00:00,REGULAR,002350366,003076527
A002,R051,02-03-03,05-28-11,08:00:00,REGULAR,002350375,003076600
A002,R051,02-03-03,05-28-11,12:00:00,REGULAR,002350439,003076811
A002,R051,02-03-03,05-28-11,16:00:00,REGULAR,002350572,003077002
A002,R051,02-03-03,05-28-11,20:00:00,REGULAR,002350772,003077130
A002,R051,02-03-03,05-29-11,00:00:00,REGULAR,002350893,003077188
A002,R051,02-03-03,05-29-11,04:00:00,REGULAR,002350915,003077212              
A002,R051,02-03-03,05-29-11,08:00:00,REGULAR,002350922,003077257
A002,R051,02-03-03,05-29-11,12:00:00,REGULAR,002350971,003077381
A002,R051,02-03-03,05-29-11,16:00:00,REGULAR,002351066,003077485
A002,R051,02-03-03,05-29-11,20:00:00,REGULAR,002351219,003077619
A002,R051,02-03-03,05-30-11,00:00:00,REGULAR,002351315,003077681
A002,R051,02-03-03,05-30-11,04:00:00,REGULAR,002351332,003077697
A002,R051,02-03-03,05-30-11,08:00:00,REGULAR,002351334,003077744
A002,R051,02-03-03,05-30-11,12:00:00,REGULAR,002351391,003077905              
A002,R051,02-03-03,05-30-11,16:00:00,REGULAR,002351503,003078076
A002,R051,02-03-03,05-30-11,20:00:00,REGULAR,002351638,003078223
A002,R051,02-03-03,05-31-11,00:00:00,REGULAR,002351721,003078295
A002,R051,02-03-03,05-31-11,04:00:00,REGULAR,002351728,003078310
A002,R051,02-03-03,05-31-11,08:00:00,REGULAR,002351763,003078639
A002,R051,02-03-03,05-31-11,12:00:00,REGULAR,002351936,003079234
A002,R051,02-03-03,05-31-11,14:19:02,REGULAR,002352011,003079335
A002,R051,02-03-03,05-31-11,14:32:09,REGULAR,002352023,003079344              
A002,R051,02-03-03,05-31-11,16:00:00,REGULAR,002352135,003079432
A002,R051,02-03-03,05-31-11,20:00:00,REGULAR,002352782,003079681
A002,R051,02-03-04,05-28-11,00:00:00,REGULAR,003071031,002009868
A002,R051,02-03-04,05-28-11,04:00:00,REGULAR,003071061,002009874
A002,R051,02-03-04,05-28-11,08:00:00,REGULAR,003071075,002009919
A002,R051,02-03-04,05-28-11,12:00:00,REGULAR,003071152,002010021
A002,R051,02-03-04,05-28-11,16:00:00,REGULAR,003071373,002010101
A002,R051,02-03-04,05-28-11,20:00:00,REGULAR,003071627,002010148
A002,R051,02-03-04,05-29-11,00:00:00,REGULAR,003071799,002010178
A002,R051,02-03-04,05-29-11,04:00:00,REGULAR,003071832,002010187              
A002,R051,02-03-04,05-29-11,08:00:00,REGULAR,003071843,002010210
A002,R051,02-03-04,05-29-11,12:00:00,REGULAR,003071928,002010282
A002,R051,02-03-04,05-29-11,16:00:00,REGULAR,003072097,002010340
A002,R051,02-03-04,05-29-11,20:00:00,REGULAR,003072313,002010402
A002,R051,02-03-04,05-30-11,00:00:00,REGULAR,003072455,002010424
A002,R051,02-03-04,05-30-11,04:00:00,REGULAR,003072473,002010431
A002,R051,02-03-04,05-30-11,08:00:00,REGULAR,003072482,002010460
A002,R051,02-03-04,05-30-11,12:00:00,REGULAR,003072544,002010556              
A002,R051,02-03-04,05-30-11,16:00:00,REGULAR,003072725,002010632
A002,R051,02-03-04,05-30-11,20:00:00,REGULAR,003072931,002010693
A002,R051,02-03-04,05-31-11,00:00:00,REGULAR,003073030,002010725
A002,R051,02-03-04,05-31-11,04:00:00,REGULAR,003073042,002010735
A002,R051,02-03-04,05-31-11,08:00:00,REGULAR,003073101,002010930
A002,R051,02-03-04,05-31-11,12:00:00,REGULAR,003073354,002011244
A002,R051,02-03-04,05-31-11,14:19:02,REGULAR,003073449,002011298
A002,R051,02-03-04,05-31-11,14:32:09,REGULAR,003073466,002011303              
A002,R051,02-03-04,05-31-11,16:00:00,REGULAR,003073597,002011339
A002,R051,02-03-04,05-31-11,20:00:00,REGULAR,003074357,002011437
A002,R051,02-03-05,05-28-11,00:00:00,REGULAR,005138355,000977443
A002,R051,02-03-05,05-28-11,04:00:00,REGULAR,005138412,000977446
A002,R051,02-03-05,05-28-11,08:00:00,REGULAR,005138465,000977456
A002,R051,02-03-05,05-28-11,12:00:00,REGULAR,005138666,000977487
A002,R051,02-03-05,05-28-11,16:00:00,REGULAR,005139017,000977512
A002,R051,02-03-05,05-28-11,20:00:00,REGULAR,005139431,000977528
A002,R051,02-03-05,05-29-11,00:00:00,REGULAR,005139698,000977536
A002,R051,02-03-05,05-29-11,04:00:00,REGULAR,005139764,000977542              
A002,R051,02-03-05,05-29-11,08:00:00,REGULAR,005139804,000977549
A002,R051,02-03-05,05-29-11,12:00:00,REGULAR,005140028,000977570
A002,R051,02-03-05,05-29-11,16:00:00,REGULAR,005140331,000977594
A002,R051,02-03-05,05-29-11,20:00:00,REGULAR,005140728,000977611
A002,R051,02-03-05,05-30-11,00:00:00,REGULAR,005140968,000977617
A002,R051,02-03-05,05-30-11,04:00:00,REGULAR,005141004,000977617
A002,R051,02-03-05,05-30-11,08:00:00,REGULAR,005141045,000977621
A002,R051,02-03-05,05-30-11,12:00:00,REGULAR,005141205,000977647              
A002,R051,02-03-05,05-30-11,16:00:00,REGULAR,005141487,000977667
A002,R051,02-03-05,05-30-11,20:00:00,REGULAR,005141851,000977685
A002,R051,02-03-05,05-31-11,00:00:00,REGULAR,005142084,000977695
A002,R051,02-03-05,05-31-11,04:00:00,REGULAR,005142114,000977699
A002,R051,02-03-05,05-31-11,08:00:00,REGULAR,005142263,000977756
A002,R051,02-03-05,05-31-11,12:00:00,REGULAR,005142732,000977808
A002,R051,02-03-05,05-31-11,14:19:02,REGULAR,005142924,000977821
A002,R051,02-03-05,05-31-11,14:32:09,REGULAR,005142946,000977823              
A002,R051,02-03-05,05-31-11,16:00:00,REGULAR,005143158,000977831
A002,R051,02-03-05,05-31-11,20:00:00,REGULAR,005143924,000977856
A002,R051,02-03-06,05-28-11,00:00:00,REGULAR,003904061,000422802
A002,R051,02-03-06,05-28-11,04:00:00,REGULAR,003904086,000422803
A002,R051,02-03-06,05-28-11,08:00:00,REGULAR,003904115,000422804
A002,R051,02-03-06,05-28-11,12:00:00,REGULAR,003904229,000422809
A002,R051,02-03-06,05-28-11,16:00:00,REGULAR,003904464,000422812
A002,R051,02-03-06,05-28-11,20:00:00,REGULAR,003904701,000422819
A002,R051,02-03-06,05-29-11,00:00:00,REGULAR,003904876,000422821
A002,R051,02-03-06,05-29-11,04:00:00,REGULAR,003904898,000422822              
A002,R051,02-03-06,05-29-11,08:00:00,REGULAR,003904912,000422824
A002,R051,02-03-06,05-29-11,12:00:00,REGULAR,003905012,000422826
A002,R051,02-03-06,05-29-11,16:00:00,REGULAR,003905172,000422831
A002,R051,02-03-06,05-29-11,20:00:00,REGULAR,003905397,000422837
A002,R051,02-03-06,05-30-11,00:00:00,REGULAR,003905568,000422837
A002,R051,02-03-06,05-30-11,04:00:00,REGULAR,003905580,000422837
A002,R051,02-03-06,05-30-11,08:00:00,REGULAR,003905597,000422837
A002,R051,02-03-06,05-30-11,12:00:00,REGULAR,003905688,000422839              
A002,R051,02-03-06,05-30-11,16:00:00,REGULAR,003905870,000422843
A002,R051,02-03-06,05-30-11,20:00:00,REGULAR,003906095,000422847
A002,R051,02-03-06,05-31-11,00:00:00,REGULAR,003906237,000422848
A002,R051,02-03-06,05-31-11,04:00:00,REGULAR,003906248,000422849
A002,R051,02-03-06,05-31-11,08:00:00,REGULAR,003906357,000422858
A002,R051,02-03-06,05-31-11,12:00:00,REGULAR,003906792,000422867
A002,R051,02-03-06,05-31-11,14:19:02,REGULAR,003906913,000422869
A002,R051,02-03-06,05-31-11,14:32:09,REGULAR,003906930,000422870              
A002,R051,02-03-06,05-31-11,16:00:00,REGULAR,003907099,000422870
A002,R051,02-03-06,05-31-11,20:00:00,REGULAR,003907947,000422879
A002,R051,02-05-00,05-28-11,00:00:00,REGULAR,000000657,000000000
A002,R051,02-05-00,05-28-11,04:00:00,REGULAR,000000657,000000000
A002,R051,02-05-00,05-28-11,08:00:00,REGULAR,000000657,000000000
A002,R051,02-05-00,05-28-11,12:00:00,REGULAR,000000657,000000000
A002,R051,02-05-00,05-28-11,16:00:00,REGULAR,000000658,000000000
A002,R051,02-05-00,05-28-11,20:00:00,REGULAR,000000658,000000000
A002,R051,02-05-00,05-29-11,00:00:00,REGULAR,000000658,000000000
A002,R051,02-05-00,05-29-11,04:00:00,REGULAR,000000658,000000000              
A002,R051,02-05-00,05-29-11,08:00:00,REGULAR,000000658,000000000
A002,R051,02-05-00,05-29-11,12:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-29-11,16:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-29-11,20:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-30-11,00:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-30-11,04:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-30-11,08:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-30-11,12:00:00,REGULAR,000000659,000000000              
A002,R051,02-05-00,05-30-11,16:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-30-11,20:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,00:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,04:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,08:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,12:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,14:19:02,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,14:32:09,REGULAR,000000659,000000000              
A002,R051,02-05-00,05-31-11,16:00:00,REGULAR,000000659,000000000
A002,R051,02-05-00,05-31-11,20:00:00,REGULAR,000000659,000000000
A002,R051,02-05-01,05-28-11,00:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-28-11,04:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-28-11,08:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-28-11,12:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-28-11,16:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-28-11,20:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-29-11,00:00:00,REGULAR,000000000,000000320
A002,R051,02-05-01,05-29-11,04:00:00,REGULAR,000000000,000000320              
A002,R051,02-05-01,05-29-11,08:00:00,REGULAR,000000000,000000320
